,artist,title,art_type,tech,movement,image,text
115,박생연,정선,한국화,견본담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_1%2F20141211164842470_UEHUR1W67.jpg%2F5.%2B%25EB%25B0%2595%25EC%2583%259D.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=190&theight=530&opts=17,"겸재가 송도, 즉 개성의 명물인 박연폭포를 그린 작품입니다. 거대한 암석이 층층이 쌓여서 천 길 벼랑을 이룬 절벽 아래로 나는 듯 떨어지는 물줄기가 수정으로 만든 공이처럼 곧장 내리꽂히고 있습니다. 폭포 좌우에 기암괴석이 웅장한 자태로 웅크리고 있어 폭포는 더욱 그윽한 분위기를 조성하고 있는데, 특히 폭포 우측에 솟구쳐 오른 바위 봉우리는 마치 독수리가 날갯짓하며 차고 오르듯 박진감 넘치는 모습입니다. 그 곁으로는 대흥산성의 북문인 성거관 문루를 높이 그려 놓고 그곳으로 오르는 길을 거의 수직에 가깝도록 몇 번 구불거리게 표현해 놓아 대흥산성의 지리적 특징을 암시하고 있습니다.겸재는 가을 단풍철에 이곳을 찾았던 듯 폭포 좌우의 암벽을 따라 그려진 숲이 고운 붉은빛으로 단장했습니다. 정자 주변의 소나무 표현은 겸재가 70세 전후해서 그려내던 기품 있고 운치 있는 시원한 소나무 표현법이라는 점을 통해 이 그림이 겸재가 양천현령에 재직 중이던 65세에서 70세 사이에 그려진 그림이라는 추정을 할 수 있습니다. 거침없이 뻗어나간 붓의 흔적과 대담한 먹의 사용법 역시 겸재의 필력이 절정을 구가할 때의 작품임을 말해줍니다.
"
116,석란,김응원,한국화,견본수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20150602143452990_PQ6VQFBN1.jpg%2F19.%2B%25EA%25B9%2580%25EC%259D%2591.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=216&theight=530&opts=17,"난 그림은 옆으로 벋어가는 난잎의 생태상 세로가 긴 종폭의 화면의 경우 화면구성이나 구도를 잡기가 상당히 까다롭습니다. 따라서 종폭의 화면에 그릴 경우는 바위나 절벽을 배경으로 난을 무더기로 그려 넣는 군란도(群蘭圖)나 총란도(叢蘭圖) 형식이 매우 유용합니다. 이러한 군란도나 총란도는 중국에서는 청대 이후 본격적으로 유행하기 시작했으며, 우리나라에서는 청조문화의 영향을 본격적으로 받기 시작하는 조선말기부터 등장하기 시작했습니다. 석파 이하응의 몇몇 총란도 형식의 묵란화가 그 대표적인 예라 할 수 있습니다.이 <석란> 에서도 이하응의 자취가 비쳐집니다. 이런 까닭에 김응원이 이하응의 하인이었다는 설이 전해지기도 합니다. 화면 좌우로 현애(懸崖)와 바위를 배치하고 그 바위틈에서 돋아난 무더기 난을 촘촘하게 그려 넣었습니다. 바위의 기세와 향배의 구성도 적절하고, 난 무더기의 취산(聚散), 소밀(疏密), 다소(多少)의 대비와 조화도 흠 잡을 데가 없습니다. 군자의 고고한 기상을 느끼기에는 다소 부족하지만, 심산유곡의 그윽한 정취를 담아낸 총란도의 장처를 잘 살려낸 작품이라 할 수 있습니다.가늘고 길게 뽑다가 반전(反轉)하여 사마귀 배 모양으로 불룩해지다, 다시 쥐 꼬리처럼 가늘게 마무리한 난잎의 묘사도 이하응의 영향이 느껴집니다. 그러나 조선의 회화 중에는 보기 드문 압도적인 화면의 크기나 전체적인 형식, 구성 등에서 청대 총란도의 영향이 묻어나, 전통화풍과 외래화풍의 혼재를 보여줍니다. 필치가 가볍고 기교가 다소 과한 면이 없지 않지만, 근대기 최고의 묵란화가라는 예칭(譽稱)에 걸맞는 득의작입니다."
117,만폭동,정선,,견본담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004045800770_OK22V1TB2.jpg%2F%25EC%25A0%2595%25EC%2584%25A0.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=412&theight=530&opts=17,
118,묘작도,변상벽,수묵채색화,견본담채(絹本淡彩)(ink and slight color on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_18%2F20140923115150805_9SRE5Z1QF.jpg%2FKF01-030.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=251&theight=530&opts=17,"변상벽(卞相壁)의 생년과 사망연대에 대해서는 정확히 알려져 있지는 않으나《근역서화연(槿域書畵淵)》에 보면 밀양변씨(密陽卞氏) 집안에서 태어났으며 자(字)가 완보(完甫), 호(號)가 화재(和齋)이다. 도화서(圖畵署) 화원(畵員)을 거쳐 현감(縣監) 벼슬을 지냈다고 한다. 그가 그린 윤급(尹汲)(1697~1770)의 노년기 초상화(肖像畵)가 있는 것으로 보아 그는 대략 영조(英祖)년(1725~1776)에 활동한 작가로 짐작된다. 조선시대 화가 중에 동물 그림으로 이름을 떨친 사람은 그리 흔치 않고 다만 중종(中宗) 때 종신 출신의 화가 두성령(杜城令) 이암(李巖)이 개와 고양이를 그려서 특이한 정취를 보여주긴 했으나 화재(和齋)의 고양이 그림에 쏟은 정열에는 미치지 못한다 하겠다. 변(卞)고양이, 변계(卞鶏)라는 별칭을 받을 정도로 그는 고양이와 닭을 잘 그렸으며 초상화에도 솜씨가 뛰어나서 당시에 「국수(國手)」라는 평을 받았다는 말이 있다.이 《묘작도(猫雀圖)》는 화재(和齋)의 대표적 작품이다. 희롱하는 한 쌍의 고양이와 다급하게 지저귀는 참새떼의 동태를 정세한 붓끝으로 실감나게 묘사했을 뿐만 아니라, 고목 가지에 연초록 나뭇잎을 듬뿍 찍은 솜씨는 동물 묘사와는 대조적인 문기(文氣)를 보여주고 있다."
119,", 《혜원 전신첩》",신윤복,한국화,지본채색(紙本彩色),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007212443605_AQN9Z5Z3H.jpg%2F22.%2B%25EC%2595%25BC%25EA%25B8%2588.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=655&theight=530&opts=17,"왕조시대에 한양 도성 안은 제도적으로 야간 통행을 금지하였다. 그리고 통행금지 시간 동안에는 순라군(巡邏軍)들이 도성 안을 돌면서 위반자들을 잡아 들여서 열음기막(閱陰氣幕: 임시 구치소)에 구치하였다가 파루가 지나면 각 영문장신(營門將臣)이 집으로 끌고 가서 곤장 10대씩을 쳐 보내는 것이 상례(常例)였다고 한다. 순라군에게 불심검문을 당한 이 사람은 상당한 품계를 가진 양반인 듯하여 열음기막까지는 끌려가지 않을 신분이지만은 동행은 그렇지 못하니 적당히 양해를 구하지 않을 수 없었던 모양이다. 양반 체면에 어울리지도 않게 순라군에게 갓테를 숙여 사과하는데, 무예청 소속인지 복색도 화려한 순라군의 기세가 등등하다.분명히 자신이 문제가 되고 있는 줄 번연히 알면서도 믿는 구석이 있으니 여인은 허리에 손을 얹고 여보란 듯이 담배만 피어 댄다. 등불을 들고 앞서던 동자까지도 시시하다는 표정이니 아무래도 무엇이 조금 잘못된 모양이다. 쪽배달이 동쪽 하늘에 걸려 있는 것을 보면 그믐께 밤이 깊어 새벽인 듯한데, 복장으로 미루어 보아 한 겨울인 것 같다. 여인은 누비솜바지에 솜저고리 차림이고 양반남자는 누비솜저고리에 솜바지를 입었다. 둘 다 모피로 속을 넣어 만든 털 토수(吐手)를 끼고 있어서 선인들의 방한(防寒)하던 슬기를 엿볼 수가 있는데, 남자들은 또한 방한모(防寒帽)로 풍차(風遮)를 갓 밑에 받쳐 썼던 모양이다. 순라군은 풍차도 남색과 자주색을 섞어 대어 노랑 초립과 붉은 색 덜렁에 좋은 배색을 이루는데, 무슨 옷을 그리 많이 끼워 입었는지 오색이 찬란하다. 동자가 들고 있는 양반의 풍차는 검정색에 모피를 댄 점잖은 것이어서 갓 속에 받쳐 쓴 망건(網巾)과 함께 이 사람의 신분을 잘 나타낸다."
120,묵죽도,이정,수묵화,비단에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110124615623_2RJHBU188.jpg%2F2011021818421648.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=252&theight=530&opts=17,
121,영조 어진,"조석진, 채용신",,비단에 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_111%2F20141115143343276_1S7L9D8JY.jpg%2F2011051217050344.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=290&theight=530&opts=17,"어진 (御眞)이란 왕의 초상화로 이외에도 진용 (眞容)·진 (眞)·수용 (晬容)·성용 (聖容)·영자 (影子)·영정 (影幀)·어용 (御用)·왕상 (王像)·어영 (御影) 등 다양하다. 1713년 (숙종 39) 숙종 어진을 그릴 당시 어용 도사도감도제조 (御容圖寫都監都提調)였던 이이명 (李頤命)의 건의에 따라 ‘어진’이라는 명칭이 가장 적합하다는 결정을 내렸다. 당시의 『승정원일기』에 의하면 영자는 왕이 지칭하는 것이므로 신하로서는 감히 칭할 수 없고, 영정은 그 뜻이 회화를 열어 펼친다는 뜻이니 족자 (簇子)로 꾸며진 것이 아니면 칭할 수 없는 것이다. 또, 수용이란 단순히 모습을 지칭하는 것이니 부를 바가 못 되며, 어용 역시 거칠고 투박하다는 것이다. 그러므로 무릇 전신 (傳神)이란 사진 (寫眞)으로 불려왔으며, 또한 왕의 초상화를 봉안하는 처소를 진전 (眞殿)이라 하므로 왕의 화상 역시 어진이라 부르는 것이 타당하다고 보았다. 그리하여 이 때부터 어진이라는 용어가 본격적으로 사용되었으나, 어용 역시 조선 말기까지 빈번히 병용되어 왔다. 우리나라에는 현재 어진 제작 과정이나 진전 봉안 체제에 관한 세부적인 사실기록은 전존하고 있으나, 작품으로는 전주 경기전 (慶基殿)의 태조 어진, 국립고궁박물관의 영조 어진·철종 어진·익종 어진, 그리고 영조의 연잉군 (延礽君) 때의 도사본 만이 현존하고 있다. 비단 바탕에 설채 (設彩)를 사용한 영조의 반신좌상 어진으로 1900 (고종 37년)년에 옮겨 그린 그림이다.고개와 몸을 약간 오른쪽으로 틀고 날카로운 눈매로 한 곳을 응시하고 있는 모습에서 영조의 예지와 통찰력을 엿볼 수 있다. 영조가 입고 있는 붉은 곤룡포의 황금색 용과 익선관은 대표적인 왕의 복식이다. 얼굴에는 붉은 기운이 돌고 있고 두 눈은 치켜 올라갔으며 높은 콧등과 코 가장자리, 입의 양끝은 조각처럼 직선적으로 표현되었다. 가슴에 있는 각 대 역시 위로 올라가 있고, 옷의 외곽선을 따로 긋지 않는 등 조선 후기의 초상화 양식이 보인다. 영조는 조선조 21대 임금으로 1725년부터 1776년까지 52년간 재위하였다. 기록상 영조의 어진은 모두 13점이 있는 것으로 되어 있고, 이 가운데 1900년 (광무 4년)에 조석진 (趙錫晋)과 채용신 (蔡龍臣)이 함께 모사하여 창덕궁의 선원전에 모신 것이 본 어진이다."
122,매조도,정약용,수묵채색화,견본담채(絹本淡彩)(ink and slight color on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_62%2F20141014121703441_W90TBE208.jpg%2F7.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=213&theight=530&opts=17,"翩翩飛鳥 훨훨 새 한 마리 날아와息我庭梅 우리 뜰 매화나무에서 쉬네.有烈其芳 진한 그 매화향기에 끌려惠然其來 반갑게 찾아왔네.爰止爰棲 이곳에 머물고 둥지 틀어樂爾家室 네 집안을 즐겁게 해주어라.華之旣榮 꽃은 이미 활짝 피였으니有賁其實 토실한 열매가 맺겠네.嘉慶 十八年 癸酉 七月十四日 洌水翁書于茶山東菴余謫居康津之越數年 洪夫人寄敞裙六幅 歲久紅渝 剪之爲四帖 以遺二子 用其餘 爲小障 以遺女兒가경(嘉慶) 18년 계유년(1813) 7월 14일에 열수옹(洌水翁)이 다산(茶山)이 동암(東菴)에서 썼다.내가 강진(康津)에서 귀양살이 한지 여러 해가 지났을 때, 부인 홍씨(洪氏)가 헌 치마 여섯 폭을 보내왔는데, 세월이 오래되어 붉은 빛이 바랬다. 잘라서 첩(帖) 네 권을 만들어 두 아들에게 주고, 그 나머지로 족자를 만들어 딸에게 남긴다."
123,구룡연도,김홍도,수묵화,견본수묵(絹本水墨)(ink on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_18%2F20140923113848391_ASNNC48YX.jpg%2FKF03-002.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=231&theight=530&opts=17,"이 《구룡연도(九龍淵圖)》는 금강산에 있는 구룡폭포(九龍瀑布)를 주제로 사생한 실경산수화(實景山水畵)이다. 사경(寫景)은 원칙상 주관적인 영상을 필선에 가탁(假託)하는 것이 아니라 어디까지나 실물의 회화적 표현을 뜻하는 것이다.이 작품에서 단원(檀園)은 사생(寫生) · 사경(寫景)의 원칙에 좇아서 화가의 깊은 의취(意趣)를 담는 필의(筆意)보다는 물상(物象) 그 자체에 대응하는 필선을 강조하고 있다. 겸재(謙齋)의 진경산수화(眞景山水畵)와 비교해 볼 때, 겸재(謙齋)의 산수화 기법은 미점(米點)과 적묵(積墨)에 중점을 두었기 때문에 작품 전체로 보아 비교적 단순하게 여겨지는 것에 반하여 단원(檀園)은 사경(寫景)의 전체적 구성에 알맞는 자기식의 준법이나 수지법 그리고 석법을 안출(案出)함으로써 화면의 영상이 겸재(謙齋)보다 복잡성을 띠우고 있다 하겠다. 그러한 점은 이 작품 외에도 《금강산수첩(金剛山水帖)》에 들어 있는 많은 그림에서도 나타나 있다."
124,길쌈,김홍도,한국화,지본담채 (紙本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_96%2F20141113224424308_XM0LIDYGZ.jpg%2F2011030716281108.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=447&theight=530&opts=17,
125,죽리탄금도 ,김홍도,수묵채색화,지본담채(紙本淡彩)(ink and slight color on paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_18%2F20140923113845919_AJ2SO2KA1.jpg%2FKF03-001.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=360&opts=17,"김홍도(金弘道)는 1745년(영조(英祖)21년)에 김해김씨(金海金氏) 집안에서 태어났으며, 자(字)는 사능(士能), 호(號)가 단원(檀園) · 단구(丹邱) · 서호(西湖) · 고안거사(高眼居士)이다. 그는 당시 화단(畵壇)의 총수 격인 표암(豹庵) 강세황(姜世晃)(1713∼1791)의 추천으로 도화서(圖畵署) 화원(畵員)이 되었다. 1790년에는 용주사(龍珠寺)의 유명한 「후불정(後佛幀)」을 그렸으며 통신사의 수행화원으로 대마도에 다녀오기도 했다. 단원(檀園)의 화기(畵技)는 《서원아집원(西園雅集園)》(국립중앙박물관장(國立中央博物館藏))을 그리게 되는 33세 때부터 인정을 받았으며 초기 산수화에서도 단원풍(檀園風)이라고 할 만큼 특색을 나타냈다.이 《죽리탄금도(竹裡彈琴圖)》는 그의 자연을 즐기는 소박한 시취(詩趣)가 담뿍 풍기는 작품이다. 단원산수(檀園山水)의 공통된 화풍(畵風)은 겸재산수(謙齋山水)에서 풍기는 「거유(居遊)의 경지」가 아니라, 「탈속의 경지」를 느끼게 한다.화제는 오언절구(五言節句)로 다음과 같이 쓰여 있다.독좌유황리(獨坐幽篁裡) 탄금복장소(彈琴復長嘯)심림인불지(深林人不知) 명월래상조(明月來相照)홀로 대숲 깊숙이 앉아 거문고 타니그 소리 긴 휘파람 소리 내어 되울리고심림(深林)에 묻혀 있어 뉘 알랴만명월(明月)이 찾아와 서로 반기네"
126,정변야화,신윤복,한국화,지본채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007212458876_4ZSPMFF8U.jpg%2F%25EC%258B%25A0%25EC%259C%25A4.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=667&theight=530&opts=17,
127,동자견려도,김시,수묵채색화,비단에 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110123639151_UMZV4TO9B.jpg%2F2011021818392641.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=217&theight=530&opts=17,
128,강가,박노수,수묵채색화,종이에 수묵채색(Ink and color on paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007111611740_S141GO2NL.jpg%2F114_7500.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=452&opts=17,
129,목양취소,이인문,,지본채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004033843387_AY4FBAQE6.jpg%2F%25EC%259D%25B4%25EC%259D%25B8.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=513&opts=17,
130,단원풍속도첩 중 대장간,김홍도,한국화,"종이, 엷은 색",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_22%2F20140924021718274_YIUG0CA7X.jpg%2FKC-01-006.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=454&theight=530&opts=17,
131,사군자,강세황,한국화,지본수묵 (紙本水墨),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_96%2F20141113225152261_99MEP3YOV.jpg%2F2011030716313323.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=245&opts=17,
132,호취도,장승업,수묵채색화,견본담채(絹本淡彩)(ink and slight color on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_18%2F20140923120548690_IVKZ437PN.jpg%2FKF04-030.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=121&theight=530&opts=17,"오원(吾園)은 패기에 찬 의욕적인 작가이기 때문에 같은 대상을 표현할 때에도 아름다움보다도 힘의 상태를 표현하고 있다. 이 호취도 영모 작품은 나뭇가지가 위에서 아래로 대각으로 흘러내리고 그 대각선상에 한 마리 또는 두 마리의 새가 대칭으로 표현되어 친근감을 나타내고 있다.오원(吾園)의 회화 중에서 기명절지(器皿折枝)나 종정(鍾鼎) 형식에 있어서는 완전히 독창적인 예술형식이다. 화면이 수평이나 수직이 되건 간에 주제 대상인 종정(鍾鼎) 또는 화병(花甁)을 크게 그리고 이것을 화면 중앙에서 위쪽에다 안치하고 그 아래에다 문방사우(文方四友), 어해난초(魚蟹蘭草), 절지(折枝) 등을 배치함으로써 독특한 구도를 형성하고 있다. 이와 같은 형식은 그 후 심전(心田) 안중식(安中植)과 소림(小琳) 조석진(趙錫晋)의 계승 작업을 통하여 1910년대와 20년대의 한국 근대회화에 깊은 뿌리를 내리고 그 후에 많은 추종자를 내게 되었다."
133,적벽도,안견,수묵채색화,견본담채 (絹本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110122514194_YTG6R2MR5.jpg%2F2011021818360269.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=334&theight=530&opts=17,"이 《적벽도(赤壁圖)》는 안견(安堅)의 작품으로 확인된 것은 아니지만, 안견(安堅)작일 거라는 것으로 오랫동안 전해 내려온 명작으로서 그의 다른 소품들과 비교해 보아도 별로 무리가 없다 하겠다. 이 그림의 소재는 소동파(蘇東坡)의 《적벽부(赤壁賦)》에서 취한 것으로 여겨지며 필력(筆力)과 그림 솜씨가 매우 특이하다. 산봉(山峯)의 윤곽, 뫼 위의 태점(苔點) 같은 잡목, 그리고 나무 그리는 식이 해조법(蟹爪法)을 반영한 북송(北宋)의 곽희(郭熙)계통의 원체산수화(院體山水畵) 양식 기법을 취함 같이 엿보인다. 중종(中宗)때의 권신(權臣) 김안로(金安老)가 그의 저서 《용천담적기(龍泉談寂記)》에서 지적했듯이 그 시대의 북송원체(北宋院體)의 산수화법(山水畵法)을 이만큼 해낼 사람은 안견(安堅)을 제하고는 좀처럼 비정(比定)할 상대가 없다고 하는 것이 통념인 것 같다.전경(前景)으로 나오는 배를 젓는 인물들은 박진감이 넘쳐 있으며 또한 인물들만을 분채(粉彩)해서 큰 화면에 구심점(求心點)을 이루고 있다. 원경(遠景) · 근경(近景)으로 나타나는 기봉(奇峰)과 험준한 암벽들은 유현한 분위기를 돋우었으며 요소에 청록설채(靑綠設彩)가 곁들여 있다.백호(白湖) 윤전(尹鐫)(1617~1680)의 「서권생소장안견산수도후(書權生所藏安堅山水圖後)」에는 다음과 같은 기록이 있다. —권성중(權聖中)이 자기집에 세전(世傳)해 오던 산수도(山水圖) 8폭을 나에게 보여주었다. 그것은 안견(安堅)의 그림이었다. 안견(安堅)은 묵화(墨畵)로 이름을 떨쳤던 화가로서 유독 산수화(山水畵)에 뛰어났었다고 한다. 나는 안견(安堅)의 사람됨에 대해서 일찍이 들은 바가 있다. 세조(世祖)의 계유정난(癸酉靖亂)을 당할 무렵이었다. 안평대군(安平大君)께서는 공자(公子)의 몸으로 스스로 문화(文華)를 크게 아끼고 한묵(翰墨)을 좋아하여 당대의 명류(名流)들과 널리 교유하였다. 안견(安堅)도 그림 그리는 재간 때문에 안평(安平)의 부름을 받았다.안평대군(安平大君)은 안견(安堅)의 뛰어난 화기(畵技)를 몹시 아끼어 잠시도 자기의 곁을 떠나지 못하게 하였다. 안견(安堅)은 당시의 사태가 위급함을 알고 스스로 안평대군(安平大君)으로부터 벗어나려고 했으나 마음대로 되지 않았다. 그러던 어느 날, 안평대군(安平大君)이 북경(北京)의 어느 저자에서 좋은 용매묵환(龍煤墨丸)을 얻게 되자 급히 안견(安堅)을 불러 그 먹으로 그림을 그리게 하였다. 안평대군(安平大君)이 내전에 들었다가 다시 돌아와 보니 그 용매묵(龍煤墨)이 간 곳이 없었다. 노발한 안평대군(安平大君)이 종들을 문초하니 혐의가 안견(安堅)에게로 떨어졌다. 안견(安堅)이 겁에 질려 변명하려는 찰나 용매묵이 그의 소맷자락에서 떨어졌다. 격노한 안평(安平)은 그를 엄히 꾸짖어 내쫓았다. 안견(安堅)은 그때부터 숨어 지내며 안평(安平)에게는 나타나지 않았다. 이 소문은 세상에 떠들썩하게 퍼졌다.그 후 얼마 안되어 마침내 안평대군(安平大君)은 세조(世祖)로부터 큰 화난을 당하였고 안평(安平)에게 드나들던 사람들은 모두 연루되어 죽음을 당했으나 안견(安堅)만은 홀로 그 화를 면하게 되었다. 사람들은 그제야 안견(安堅)의 사람됨을 기이하게 여기게 되었다.아! 덕(德)을 품고 있으면서도 행실을 그르쳐 환란을 면하였다. 이것을 고인(古人)도 행하기 어려운 것인데 안견(安堅)이 능히 행하였구나. 이것은 어찌 사세(事勢)의 낌새를 알아차리고 괴이하게 행동한 선비가 아니겠는가. 아마도 안견(安堅)은 그림에만 뛰어난 사람이 아니라 높은 식견과 멀리 내다보는 안목과 깊은 뜻이 있었다. 특히 그것으로써 이 세상에 노닐고 그 예술(藝術)에 몸을 담았던 것이었는지 가히 알기 어렵다. (1976년 10월 3일자(字) 독서신문(讀書新聞) 7면(面)에서 발췌)"
134,월매도,어몽룡,수묵화,비단에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110124636266_PPKACE38B.jpg%2F2011021818422765.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=235&theight=530&opts=17,
135,", 《혜원 전신첩》",신윤복,한국화,지본채색(紙本彩色),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007212340820_F1PTVCXQO.jpg%2F25.%2B%25EC%2583%2581%25EC%25B6%2598.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=654&theight=530&opts=17,"진달래꽃이 화사하게 피어난 화창한 봄날에 당상(堂上)의 품계(品階)를 가진 귀인(貴人)들이 교외에서 상춘(賞春)하는 행차를 차린 정경이다. 그 중에 전면의 수염 좋은 귀인(貴人)이 고위(高位)인 듯 의관이 더욱 점잖고, 앉아 있는 모양새도 자유롭다. 그 우측의 귀인은 의관이 산뜻할 뿐 아니라 갓끈조차 단정하게 잡아매고 조심스런 자세를 하고 있어 후진(後進)임이 분명하다. 관계야 어떻든 더불어 상춘할 정도이니 의기(意氣)가 상합(相合)하는 사이인 듯, 기생 두 명이 불리어 왔고 악공(樂工) 또한 세 명이 배행(陪行)하였다.앉지도 못하고 서성이는 두 사람은 이 귀인들의 낭관(郎官: 부하 관리, 각 관청 당하관의 총칭)인 듯, 띠 없는 중치막 차림에서 그 신분을 알 수 있다. 이제 막 자리를 잡고 앉은 모양으로 반비(飯婢: 음식을 맡은 여종)가 지렛술상을 우선 보아 들여오고 악공들은 음률을 고르는 듯하니, 뭇 시선은 대금(大琴)과 해금(奚琴)과 거문고(玄琴)를 조율하는 세 악공들에게로 쏠려 있다.이런 자리에선 항상 그렇듯이 기생들은 필요이상으로 천연스런 표정을 짓고 있어 제 본색을 드러내는데, 상객(上客)의 곁에 한 무릎을 모아 다소곳이 앉은 여인은 그 앉음새와는 달리 연초록 자주회장 저고리에 진홍색(眞紅色) 속고름을 저고리 기장 밖으로 드리워 내리어 자못 선정적인 멋을 흘리고 있다. 조금은 나이가 더 들어보이는 기생이 장죽을 꼬나들고 아니꼬운 듯 건너다보는 것도 알 만한 심사이다.귀인들에게 장침(長枕: 모로 앉아서 팔꿈치를 기대기 위해 만든 긴 베개)이 준비되고 연죽(煙竹: 담뱃대)과 담배합, 그리고 화로까지 갖추어지고 있는 것을 보면 야흥(野興: 들놀이의 흥겨움)은 길어질 듯하다."
