,artist,title,art_type,tech,movement,image,text
11,기명절지도,장승업,수묵채색화,종이에 수묵담채(Ink and color on paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007130844566_KSYX34VHW.jpg%2FMA01190215700_1.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=131&theight=530&opts=17,"오원은 회화 중에서 기명절지器皿折枝나 종정鍾鼎 형식에 있어 완전히 독창적인 예술형식을 만들어냈다. 화면이 수평이건 수직이건 간에 주제 대상인 종정鍾鼎 또는 화병花甁을 크게 그리고 이것을 화면 중앙 위쪽에다 안치하고 그 아래에다 문방사우文方四友, 어해난초魚蟹蘭草, 절지折枝 등을 배치함으로써 독특한 구도를 형성한다. 이 주종관계 및 대비는 물리적인 대大, 소小적 관념도 있지만 작가의 눈에 비친 표현의 주종관계가 더욱 명백 하다. 이와 같은 종정鍾鼎 및 기명절지器皿折枝형식은 후에 심전 안중식安中植과 소림 조석진趙錫晋의 계승 작업을 통하여 1910년대와 20년대의 한국 근대회화에 깊은 뿌리를 내리고 그 후에 많은 추종자를 내게 되었던 것이다. -미술평론가 이경성 참고문헌: 澗松文華 繪畵 V 吾園(韓國民族美術硏究所, 1975), p.29"
12,흰 닭,기요 카와무라,동아시아미술,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919145500346_BTZCIJFEK.jpg%2F86-000190.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=267&theight=530&opts=17,
13,왕희지관아도,전선,중국 회화,종이에 먹과채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110134707296_PVY5K5TE8.jpg%2F2011021819000607.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=207&opts=17,
14,그림첩 : 양자두나무 꽃,시안 하오,동아시아미술,"잉크, 회화(encre (dessin), peinture (technique))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919125102880_OBXVD06OU.jpg%2F00-012160.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=489&opts=17,
15,아마노하시다테도,셋슈 토요,일본 회화,종이에 수묵담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130942526_RDD1K6TE2.jpg%2F2011021818484861.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=366&opts=17,
16,생명의 노래 무지개 뜨는 마을,김병종,동양화,한지위에 혼합재료(mixed media on Korean paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141005064743617_15AW5ULAL.jpg%2F%25EA%25B9%2580%25EB%25B3%2591.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=449&opts=17,"김병종 화백의 《생명의 노래》는 동양 사상에 기반을 둔 조형적 탐구이다. 그 그림에서 어린아이, 새, 물고기, 꽃, 소나무 등의 이미지들은 고구려 벽화와 같은 원시적 형상성, 민화에서의 자유로운 구도 등을 연상시키면서 다채로운 색채와 어우러져 이상향을 희구하는 바람을 노래한다. 그는 《생명의 노래》를 통해 생명에 대한 경외심과 삶의 아름다움을 이야기하고, 감동적이며 살아있는 그림을 그리고 싶다“고 한다. 한국적인 소재인 닥종이를 사용하며 추상표현주의적인 발묵과 파묵의 자유로운 조화, 묵선과 색채의 음악적 율동 등을 통해 한국화의 새로운 지평을 열었다."
17,관산행려도,관동,중국 회화,견본담채 (絹本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133249674_RB04578YM.jpg%2F2011021818554745.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=211&theight=530&opts=17,
18,홍백매도,코린 오가타,일본 회화,종이에 금지 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131824192_Z4WJ3UHRA.jpg%2F2011021818510691.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=314&opts=17,
19,구구임옥도,왕몽,중국 회화,종이에 먹과 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110135032670_EYJT7R3RC.jpg%2F2011021819010138.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=327&theight=530&opts=17,
20,용슬재도,예찬,중국 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110134951162_0F8GK2663.jpg%2F2011021819005099.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=257&theight=530&opts=17,
21,풍신뇌신도,다와라야 소타쓰,일본 회화,종이에 금지 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131738096_2EMNIG12S.jpg%2F2011021818505212.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=315&opts=17,
22,야소다라 (싯다르타 왕자의 아내)와 결혼하기 위한 경쟁,,동아시아미술,비단 (회화)(soie (peinture)),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919111105187_DNIZLO5P7.jpg%2F83-000995.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=420&theight=530&opts=17,
23,"메카 성지 순례의 ""마말""",,인도/이슬람미술,유리 그림(fixé sous verre),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_26%2F20140925122502438_1ENJL6W3F.jpg%2F08-540906.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=634&theight=530&opts=17,
24,장대천 (1861-1930)에게 보낸 세 통의 편지,젱시,동아시아미술,"잉크, 회화(encre (dessin), peinture (technique))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919131905090_RQJTYFH6G.jpg%2F99-004850.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=233&opts=17,
25,마이코,,일본 회화,캔버스 유채(Oil on Canvas),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004200919740_UJS8MPWGV.jpg%2FJapan_Art_425.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=428&theight=530&opts=17,
26,맹호도,,수묵채색화,종이에 수묵채색(Ink and color on paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007115804825_5T91NRY6P.jpg%2F1150441300.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=349&theight=530&opts=17,"신을 대신하는 동물로서 상서롭게 여겨지던 호랑이는 민생의 고초를 막고자하는 백성들의 붓으로, 왕실의 존위와 위엄을 지키려는 화원의 필치로 다양하게 그려졌다. 민화가 범(虎)의 존재와 의미에 중심을 둔 익살스럽고 해학적인 면모를 보인다면 작품의 격과 형식을 최고의 가치로 둔 궁중화원의 작품은 그 형태의 완연함과 정성어린 필선에 감탄을 자아내게 한다. 19세기에 제작된 것으로 추정되는 맹호도로 범(虎)의 생김새가 용맹스러우며 몸통의 비율이 안정감 있다. 털을 그려낸 정제된 필선은 겹쳐지고 겹쳐져 호랑이의 몸통에 고운 결을 만들어내는데 매우 뛰어난 세필력을 보여준다. 입과 눈에만 얹은 홍채는 먹색 위주의 화면에 악센트로 작용하고 상하의 수목은 화면구성을 더욱 짜임새 있게 만들고 있다."
27,풍죽도,이파,중국 회화,비단에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133302295_MJDMHLLA6.jpg%2F2011021818554905.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=371&theight=530&opts=17,
28,엉덩이에 구멍이 많은 남자 병초지 (病草紙) 중에서,,일본 회화,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004193507910_3H3PCNVHH.jpg%2FJapan_Art_20.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=498&theight=530&opts=17,
29,춘산서송도,미불,중국 회화,종이에 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133837913_PWF68Z41P.jpg%2F2011021818571740.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=662&theight=530&opts=17,
30,"라훌라 (부처와 야소다라의 외아들, 후에 부처의 제자가 됨)",,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919124502107_RDSRHW3WL.jpg%2F06-527383.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=321&theight=530&opts=17,
31,아귀도,,일본 회화,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004191817709_13YL35VLQ.jpg%2FJapan_Art_02.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=40&opts=17,
32,추정희영도 (秋庭戱嬰圖),소한신,중국 회화,비단에 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_96%2F20141113234758836_PYYJYYNPU.jpg%2F2011030716572921.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=290&theight=530&opts=17,
33,강산추제도,동기창,중국 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140003178_H2FE57CHT.jpg%2F2011021819033775.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=186&opts=17,
34,보현보살상,,일본 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130425936_29H4YZO73.jpg%2F2011021818472340.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=293&theight=530&opts=17,
35,지옥도,,일본 회화,종이에 착색(Color on paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004193952940_4Z8TN7MQD.jpg%2FJapan_Art_25.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=42&opts=17,
36,에도산자야쿠샤 초상화 - 3대 오타니오니지 얏코에도베,,일본 회화,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004200542675_AT6O3J1YM.jpg%2FJapan_Art_369.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=347&theight=530&opts=17,
37,명황행촉도,,중국 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133158751_GXOF9L857.jpg%2F2011021818552078.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=477&opts=17,
38,석가모니 부처의 생애,,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919135337439_571U067DX.jpg%2F94-020142.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=356&theight=530&opts=17,
39,강범누각도,이사훈,중국 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110132913411_8BY7TMT4K.jpg%2F2011021818541815.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=281&theight=530&opts=17,
40,팔팔조도,팔대산인,중국 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140531430_A2C3SSLN4.jpg%2F2011021819050617.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=457&theight=530&opts=17,
41,구오 시 (중국 송나라의 화가) 풍의 풍경,,동아시아미술,"비단 (회화), 색 부분 강조, 잉크(soie (peinture), rehauts de couleur, encre (dessin))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919131725759_MJ7K3871R.jpg%2F98-001178.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=294&theight=530&opts=17,
42,천수관음상,,일본 회화,견본착색(Color on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004194233367_UOFV4D6W3.jpg%2FJapan_Art_36.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=270&theight=530&opts=17,
43,광려도,형호,중국 회화,비단에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133230821_NJLS71QM0.jpg%2F2011021818553150.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=304&theight=530&opts=17,
44,한림중정도,동원,중국 회화,비단에 수묵담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133342033_GZ13SQAPY.jpg%2F2011021818555609.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=337&theight=530&opts=17,
45,옥당부귀도,서희,중국 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133355108_VHMDYN14M.jpg%2F2011021818560573.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=177&theight=530&opts=17,
46,다섯 명의 젊은 여자들의 모임,,동아시아미술,"세밀화 (회화), 데생(miniature (peinture), dessin (technique))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919100850863_RSXVA2JQW.jpg%2F07-524190.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=434&theight=530&opts=17,
47,여사잠도,고개지,중국 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110132701690_BITI2988A.jpg%2F2013042316042747.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=288&theight=530&opts=17,
48,5개 지방에서 온 장군 사신 모임,,동아시아미술,비단 (회화)(soie (peinture)),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919113540746_Z5Q7UW9G5.jpg%2F93-006178-01.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=302&theight=530&opts=17,
49,두보시의도,문가,중국 회화,종이에 먹과 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110135816083_DBXMV6MXR.jpg%2F2011021819031600.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=378&theight=530&opts=17,
50,추산문도도,거연,중국 회화,견본담채 (絹本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133449735_52EHMWC2C.jpg%2F2011021818561982.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=255&theight=530&opts=17,
51,바르도 (존재의 기간),,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919141942124_GZGTS394Y.jpg%2F97-021084.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=373&theight=530&opts=17,
52,보현보살도,타쿠마 에이가,일본 회화,비단에 수묵담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130717329_FYS4YZEXK.jpg%2F2011021818480467.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=318&theight=530&opts=17,
53,나한,오빈,중국 회화,종이에 먹과채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140158869_NAS2X41XS.jpg%2F2011021819040557.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=380&theight=530&opts=17,
54,전도춘풍도,이방응,일본 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110141238617_O3QLGQ5XC.jpg%2F2011021819065428.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=477&opts=17,
55,여자 옆 모습,카츠시카 호쿠사이,동아시아미술,"종이, 색잉크, 먹(papier (matière), encre de couleur, encre de Chine)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919112829701_93WPWMI56.jpg%2F78-000301.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=289&theight=530&opts=17,
56,설중귀려도,김명국,수묵화,견본수묵(絹本水墨)(ink on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_18%2F20140923115036397_DFPNZLS7K.jpg%2FKF01-023.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=285&theight=530&opts=17,"연담(蓮潭) 김명국(金明國)은 임진왜란 뒤의 조선화단에 새로운 생기를 불어넣은 회화 재건자이다. 초명(初名)은 명국(明國)이고 뒤에 명국(命國)으로 개명하고 또 명명(鳴名)이라고도 하였다. 자(字)는 천여(天汝)이며 호(號)가 연담(蓮潭) · 국담(菊潭) · 취옹(酔翁) 등이다. 그는 취옹(酔翁)이라는 아호가 말해주듯이 두주(斗酒)정도 마셔야 붓이 움직이는 호방한 화인(畵人)이었다고 하지만, 그의 그림에 나타난 드높은 기개(氣概)와 단숨에 그려 내린 필세, 붓끝의 속속까지 생명감이 감도는 신비롭고 시원한 화격(畵格)을 보면, 그것은 술 취한 사람의 솜씨가 아니라 예술의 극치를 내달리는 정필(精筆)이 아닐 수 없다. 신자하(申紫霞)는 그의 그림을 두고 「인물(人物)이 생동하고 필묵(筆墨) 혼융(渾融)하여 1백 년 이내에는 그와 짝할 사람이 없을 것이다」고 평하고 있다.이 《설중귀려도》는 명(明)대 절파산수(浙派山水)의 일면에서 받은 영향과 그 자신이 지닌 조형기질을 조화시켜 그린 그림이며 거칠고도 자유스럽고, 또 대담한 자기 나름의 양식을 지녔기에 흥건한 화흥이 넘쳐나고 있다."
57,모란목련도,오창석,중국 회화,종이에 담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110141909547_OX9BHPLY3.jpg%2F2011021819083867.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=261&theight=530&opts=17,
